scene_id,acq_time_utc,lon,lat,bbox_w_m,bbox_h_m,length_class_m,confidence,aspect_ratio,wake_flag,range_km,detector,nir_snr,size_class,fill,width_m,n_px,n_years_at_cell,transient
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.218628,48.793194,5.1,7.2,7.2,0.6332,1.41,0,4.966,B,7.47,0-12m,0.7279,5.1,3,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217784,48.793205,3.0,6.0,6.0,0.7048,2.0,0,5.02,B,8.77,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213005,48.793194,27.0,45.0,45.0,0.8938,1.67,0,5.334,B,14.41,>24m,0.6148,27.0,83,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.211921,48.793272,6.0,9.0,9.0,0.6666,1.5,0,5.402,B,8.05,0-12m,0.8333,6.0,5,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.2106,48.793343,3.0,6.0,6.0,0.5973,2.0,0,5.486,B,6.89,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.238595,48.792695,3.0,6.0,6.0,0.7144,2.0,0,3.77,B,8.96,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.224186,48.792947,3.0,6.0,6.0,0.6585,2.0,0,4.623,B,7.9,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.21777,48.79302,9.0,24.0,24.0,0.6772,2.67,1,5.03,B,8.24,>24m,0.5417,9.0,13,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.214554,48.793133,3.0,6.0,6.0,0.7283,2.0,0,5.235,B,9.25,0-12m,1.0,3.0,2,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.243063,48.792568,3.0,6.0,6.0,0.5973,2.0,0,3.533,B,6.89,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.212368,48.793134,3.0,6.0,6.0,0.69,2.0,0,5.379,B,8.48,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.225731,48.792782,3.0,6.0,6.0,0.6096,2.0,0,4.536,B,7.08,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.223133,48.792828,5.1,7.2,7.2,0.712,1.41,0,4.697,B,8.91,0-12m,0.7279,5.1,3,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.210773,48.793084,3.0,6.0,6.0,0.6065,2.0,0,5.487,B,7.03,0-12m,1.0,3.0,2,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.212434,48.792991,6.0,9.0,9.0,0.7214,1.5,0,5.381,B,9.11,0-12m,0.6667,6.0,4,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.223829,48.792711,3.0,7.2,7.2,0.6065,2.41,0,4.659,B,7.03,0-12m,0.8284,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.21844,48.792801,3.0,6.0,6.0,0.5654,2.0,0,4.998,B,6.41,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217816,48.792824,6.0,9.0,9.0,0.6215,1.5,0,5.038,B,7.27,0-12m,0.8333,6.0,5,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.214992,48.792881,3.0,6.0,6.0,0.5879,2.0,0,5.218,B,6.74,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.211888,48.792827,15.3,28.4,28.4,0.8291,1.85,0,5.425,B,11.85,>24m,0.6643,15.3,32,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.276049,48.791637,3.0,6.0,6.0,0.7543,2.0,0,2.514,B,9.83,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.236403,48.792391,5.1,7.2,7.2,0.6745,1.41,0,3.917,B,8.19,0-12m,0.7279,5.1,3,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217968,48.792743,3.0,6.0,6.0,0.6361,2.0,0,5.032,B,7.52,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213153,48.792863,3.0,6.0,6.0,0.5555,2.0,0,5.34,B,6.26,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.223089,48.792617,3.0,7.2,7.2,0.5621,2.41,0,4.711,B,6.36,0-12m,0.8284,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.218993,48.792678,8.8,13.8,13.8,0.6245,1.57,0,4.969,B,7.32,12-24m,0.4429,8.8,6,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.28133,48.791438,3.0,6.0,6.0,0.6418,2.0,0,2.541,B,7.61,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217679,48.792668,3.0,6.0,6.0,0.5973,2.0,0,5.055,B,6.89,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.225593,48.792434,3.0,6.0,6.0,0.6745,2.0,0,4.565,B,8.19,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.221082,48.792481,3.0,6.0,6.0,0.5911,2.0,0,4.846,B,6.79,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.211939,48.79267,3.0,7.2,7.2,0.5719,2.41,0,5.43,B,6.5,0-12m,0.8284,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.21408,48.792575,3.0,6.0,6.0,0.5784,2.0,0,5.294,B,6.6,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.248117,48.791862,3.0,6.0,6.0,0.6446,2.0,0,3.329,B,7.66,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.233649,48.792157,3.0,6.0,6.0,0.7645,2.0,0,4.093,B,10.07,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.227587,48.792261,3.0,6.0,6.0,0.5942,2.0,0,4.452,B,6.84,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.210894,48.792582,3.0,6.0,6.0,0.5848,2.0,0,5.503,B,6.7,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.277242,48.791231,5.1,7.2,7.2,0.7724,1.41,0,2.555,B,10.26,0-12m,0.7279,5.1,3,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.225482,48.792234,3.0,6.0,6.0,0.6004,2.0,0,4.583,B,6.94,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.214116,48.792462,4.3,9.7,9.7,0.6303,2.24,0,5.297,B,7.42,0-12m,0.6406,4.3,3,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.212054,48.792492,3.0,6.0,6.0,0.6361,2.0,0,5.431,B,7.52,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.338852,48.789952,5.1,7.2,7.2,0.7237,1.41,0,5.203,B,9.15,0-12m,0.7279,5.1,3,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.287496,48.790952,3.0,6.0,6.0,0.6215,2.0,0,2.673,B,7.27,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.223832,48.79218,9.6,13.4,13.4,0.6418,1.39,0,4.69,B,7.61,12-24m,0.4169,9.6,6,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.211705,48.792445,3.0,9.0,9.0,0.5654,3.0,1,5.456,B,6.41,0-12m,1.0,3.0,3,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.235559,48.791931,3.0,6.0,6.0,0.7214,2.0,0,3.998,B,9.11,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.223601,48.792189,3.0,6.0,6.0,0.6332,2.0,0,4.704,B,7.47,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.214009,48.79236,3.0,7.2,7.2,0.6585,2.41,0,5.309,B,7.9,0-12m,0.8284,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.283165,48.790883,16.3,19.1,19.1,0.9535,1.17,0,2.618,B,18.69,12-24m,0.6936,16.3,24,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.223985,48.792087,3.0,6.0,6.0,0.5687,2.0,0,4.685,B,6.46,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.221017,48.792046,15.8,27.7,27.7,0.6772,1.76,0,4.875,B,8.24,>24m,0.5145,15.8,25,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.219343,48.792184,6.0,9.0,9.0,0.6361,1.5,0,4.974,B,7.52,0-12m,0.6667,6.0,4,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.216434,48.792233,3.0,6.0,6.0,0.6418,2.0,0,5.158,B,7.61,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.225112,48.792025,4.3,9.7,9.7,0.6332,2.24,0,4.619,B,7.47,0-12m,0.6406,4.3,3,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.288495,48.790679,9.0,15.0,15.0,0.8068,1.67,0,2.721,B,11.18,12-24m,0.5333,9.0,8,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.224946,48.791936,15.7,15.7,15.7,0.6666,1.0,0,4.634,B,8.05,12-24m,0.3638,15.7,10,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.224402,48.791976,5.1,7.2,7.2,0.7893,1.41,0,4.666,B,10.7,0-12m,0.7279,5.1,3,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217022,48.792127,3.0,6.0,6.0,0.69,2.0,0,5.126,B,8.48,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217958,48.792055,3.0,6.0,6.0,0.6035,2.0,0,5.069,B,6.99,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.237893,48.791602,3.0,6.0,6.0,0.7416,2.0,0,3.888,B,9.54,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.236282,48.791647,3.0,6.0,6.0,0.6065,2.0,0,3.976,B,7.03,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.225037,48.791851,3.0,6.0,6.0,0.5816,2.0,0,4.634,B,6.65,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.222731,48.791909,3.0,6.0,6.0,0.6823,2.0,0,4.774,B,8.33,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.281439,48.790694,3.0,6.0,6.0,0.5654,2.0,0,2.624,B,6.41,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.227096,48.791771,3.0,6.0,6.0,0.542,2.0,0,4.512,B,6.07,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.220815,48.791875,12.0,12.0,12.0,0.7416,1.0,0,4.897,B,9.54,12-24m,0.5,12.0,8,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.219995,48.791921,3.0,7.2,7.2,0.5654,2.41,0,4.947,B,6.41,0-12m,0.8284,3.0,2,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.218443,48.791938,3.0,6.0,6.0,0.6666,2.0,0,5.045,B,8.05,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217138,48.79199,3.0,6.0,6.0,0.6639,2.0,0,5.126,B,8.0,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213852,48.792044,4.3,9.7,9.7,0.735,2.24,0,5.336,B,9.39,0-12m,0.6406,4.3,3,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.235072,48.791549,3.0,6.0,6.0,0.8291,2.0,0,4.052,B,11.85,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.233866,48.791532,3.0,6.0,6.0,0.5848,2.0,0,4.123,B,6.7,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.218459,48.791843,3.0,6.0,6.0,0.6557,2.0,0,5.049,B,7.85,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213827,48.791945,3.0,6.0,6.0,0.7522,2.0,0,5.342,B,9.78,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213669,48.791908,7.2,13.6,13.6,0.7144,1.88,0,5.355,B,8.96,12-24m,0.548,7.2,6,6,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.261778,48.790933,8.4,12.4,12.4,0.7394,1.48,0,2.857,B,9.49,12-24m,0.6077,8.4,7,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.220578,48.791721,3.0,6.0,6.0,0.6446,2.0,0,4.921,B,7.66,0-12m,1.0,3.0,2,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.220435,48.791724,3.0,7.2,7.2,0.7024,2.41,0,4.93,B,8.72,0-12m,0.8284,3.0,2,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.218689,48.791789,5.1,7.2,7.2,0.5488,1.41,0,5.037,B,6.17,0-12m,0.7279,5.1,3,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213313,48.791861,3.0,12.0,12.0,0.6065,4.0,1,5.38,B,7.03,12-24m,1.0,3.0,4,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.238617,48.791345,3.0,6.0,6.0,0.6361,2.0,0,3.866,B,7.52,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.225514,48.791572,3.0,6.0,6.0,0.6361,2.0,0,4.621,B,7.52,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.224142,48.79163,5.1,7.2,7.2,0.7283,1.41,0,4.703,B,9.25,0-12m,0.7279,5.1,3,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.214413,48.791786,3.0,6.0,6.0,0.5973,2.0,0,5.313,B,6.89,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.276917,48.790527,3.0,6.0,6.0,0.5973,2.0,0,2.634,B,6.89,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.236675,48.791315,3.0,6.0,6.0,0.6389,2.0,0,3.977,B,7.56,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.221778,48.791603,3.0,6.0,6.0,0.6156,2.0,0,4.852,B,7.18,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.232462,48.791334,5.1,7.2,7.2,0.7394,1.41,0,4.218,B,9.49,0-12m,0.7279,5.1,3,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.214382,48.791701,5.1,7.2,7.2,0.5973,1.41,0,5.319,B,6.89,0-12m,0.7279,5.1,3,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213164,48.791715,3.0,6.0,6.0,0.7191,2.0,0,5.397,B,9.06,0-12m,1.0,3.0,2,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.221571,48.79148,7.7,13.4,13.4,0.7214,1.74,0,4.872,B,9.11,12-24m,0.6056,7.7,7,6,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213009,48.791637,7.0,9.7,9.7,0.7911,1.38,0,5.411,B,10.74,0-12m,0.6598,7.0,5,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.291243,48.790099,5.1,7.2,7.2,0.8847,1.41,0,2.844,B,13.97,0-12m,0.7279,5.1,3,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.283502,48.790248,3.0,6.0,6.0,0.5816,2.0,0,2.691,B,6.65,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.231872,48.791233,3.0,6.0,6.0,0.5588,2.0,0,4.26,B,6.31,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.277357,48.790302,3.0,6.0,6.0,0.6823,2.0,0,2.658,B,8.33,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.232687,48.79119,3.0,6.0,6.0,0.5816,2.0,0,4.215,B,6.65,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.222137,48.791394,4.3,12.4,12.4,0.6745,2.85,1,4.842,B,8.19,12-24m,0.6692,4.3,4,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.221444,48.791326,25.2,62.3,62.3,0.9156,2.47,0,4.889,B,15.61,>24m,0.4878,25.2,85,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.313239,48.789517,6.0,9.0,9.0,0.7999,1.5,0,3.759,B,10.98,0-12m,0.8333,6.0,5,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.223977,48.791282,5.1,7.2,7.2,0.6361,1.41,0,4.734,B,7.52,0-12m,0.7279,5.1,3,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.233075,48.791043,5.1,7.2,7.2,0.6999,1.41,0,4.202,B,8.67,0-12m,0.7279,5.1,3,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.236537,48.790967,3.0,6.0,6.0,0.6585,2.0,0,4.01,B,7.9,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.281203,48.789997,3.0,6.0,6.0,0.6004,2.0,0,2.7,B,6.94,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.214853,48.791324,6.0,18.0,18.0,0.6474,3.0,1,5.308,B,7.71,12-24m,0.5833,6.0,7,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.279059,48.789999,3.0,6.0,6.0,0.5942,2.0,0,2.692,B,6.84,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.23147,48.79093,3.0,6.0,6.0,0.7982,2.0,0,4.303,B,10.94,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.226525,48.791017,5.1,7.2,7.2,0.7191,1.41,0,4.593,B,9.06,0-12m,0.7279,5.1,3,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.220667,48.791134,5.8,12.5,12.5,0.6474,2.14,0,4.949,B,7.71,12-24m,0.6164,5.8,5,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.219492,48.79118,4.3,9.7,9.7,0.5911,2.24,0,5.02,B,6.79,0-12m,0.6406,4.3,3,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217961,48.791191,6.0,9.0,9.0,0.7072,1.5,0,5.117,B,8.82,0-12m,1.0,6.0,6,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.21543,48.791226,6.0,6.0,6.0,0.6849,1.0,0,5.277,B,8.38,0-12m,1.0,6.0,4,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.288279,48.789749,3.0,7.2,7.2,0.7024,2.41,0,2.817,B,8.72,0-12m,0.8284,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.222945,48.790992,11.5,22.1,22.1,0.8783,1.92,0,4.815,B,13.68,12-24m,0.6385,11.5,18,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.21518,48.791119,13.7,19.1,19.1,0.6389,1.39,0,5.298,B,7.56,12-24m,0.4117,13.7,12,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.21502,48.791207,3.0,7.2,7.2,0.5522,2.41,0,5.304,B,6.21,0-12m,0.8284,3.0,2,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.283686,48.789813,3.0,6.0,6.0,0.9074,2.0,0,2.741,B,15.13,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.22084,48.790947,11.5,17.8,17.8,0.7394,1.55,0,4.949,B,9.49,12-24m,0.5268,11.5,12,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.215528,48.79113,3.0,9.0,9.0,0.6303,3.0,1,5.275,B,7.42,0-12m,1.0,3.0,3,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.282458,48.789752,4.3,9.7,9.7,0.7416,2.24,0,2.736,B,9.54,0-12m,0.6406,4.3,3,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.280727,48.789761,12.0,18.0,18.0,0.9324,1.5,0,2.724,B,16.77,12-24m,0.875,12.0,21,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.221015,48.790984,3.0,7.2,7.2,0.6156,2.41,0,4.936,B,7.18,0-12m,0.8284,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.215402,48.79107,7.2,7.2,7.2,0.6361,1.0,0,5.287,B,7.52,0-12m,0.5147,7.2,3,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.225381,48.790859,3.0,6.0,6.0,0.6772,2.0,0,4.673,B,8.24,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.215748,48.791027,7.0,13.7,13.7,0.8166,1.95,0,5.267,B,11.47,12-24m,0.5597,7.0,6,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.221154,48.790873,3.0,6.0,6.0,0.5911,2.0,0,4.933,B,6.79,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.215895,48.790939,7.0,11.0,11.0,0.823,1.57,0,5.262,B,11.66,0-12m,0.5797,7.0,5,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.215562,48.790981,3.0,6.0,6.0,0.6215,2.0,0,5.281,B,7.27,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.286636,48.789552,3.0,6.0,6.0,0.8556,2.0,0,2.809,B,12.77,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.276678,48.789749,3.0,6.0,6.0,0.6823,2.0,0,2.722,B,8.33,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.22007,48.790854,3.0,6.0,6.0,0.5848,2.0,0,5.002,B,6.7,0-12m,1.0,3.0,2,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.216607,48.790911,5.1,7.2,7.2,0.6303,1.41,0,5.218,B,7.42,0-12m,0.7279,5.1,3,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.228883,48.790616,3.0,7.2,7.2,0.5454,2.41,0,4.477,B,6.12,0-12m,0.8284,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.215695,48.790852,7.2,11.5,11.5,0.6446,1.59,0,5.28,B,7.66,0-12m,0.541,7.2,5,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.290588,48.789325,3.0,7.2,7.2,0.5879,2.41,0,2.91,B,6.74,0-12m,0.8284,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.289609,48.789358,3.0,6.0,6.0,0.6745,2.0,0,2.885,B,8.19,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.286773,48.789428,3.0,6.0,6.0,0.8504,2.0,0,2.825,B,12.57,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.230245,48.790425,15.0,15.0,15.0,0.9355,1.0,0,4.409,B,17.01,12-24m,0.8,15.0,20,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.216082,48.790728,3.0,6.0,6.0,0.6502,2.0,0,5.262,B,7.76,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.232774,48.790379,3.0,6.0,6.0,0.5973,2.0,0,4.265,B,6.89,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.228038,48.790443,3.0,6.0,6.0,0.6823,2.0,0,4.539,B,8.33,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.221121,48.790591,3.0,6.0,6.0,0.7072,2.0,0,4.952,B,8.82,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.22099,48.790566,4.3,9.7,9.7,0.7372,2.24,0,4.962,B,9.44,0-12m,0.6406,4.3,3,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.287664,48.789248,3.0,6.0,6.0,0.5911,2.0,0,2.859,B,6.79,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.221587,48.790522,5.2,15.4,15.4,0.7838,2.97,1,4.927,B,10.55,12-24m,0.5649,5.2,5,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.219724,48.790572,5.1,7.2,7.2,0.6004,1.41,0,5.04,B,6.94,0-12m,0.7279,5.1,3,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.219314,48.790499,13.6,20.0,20.0,0.6823,1.47,0,5.07,B,8.33,12-24m,0.5299,13.6,16,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.216812,48.790606,5.1,9.4,9.4,0.5911,1.83,0,5.222,B,6.79,0-12m,0.7507,5.1,4,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.216383,48.790601,3.0,6.0,6.0,0.6446,2.0,0,5.25,B,7.66,0-12m,1.0,3.0,2,5,0
