scene_id,acq_time_utc,lon,lat,bbox_w_m,bbox_h_m,length_class_m,confidence,aspect_ratio,wake_flag,range_km,detector,nir_snr,size_class,fill,width_m,n_px,n_years_at_cell,transient
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.228623,48.796262,3.0,6.0,6.0,0.6274,2.0,0,4.157,B,7.37,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.212846,48.796553,3.0,6.0,6.0,0.6096,2.0,0,5.192,B,7.08,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.212722,48.796542,3.0,7.2,7.2,0.5555,2.41,0,5.2,B,6.26,0-12m,0.8284,3.0,2,6,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.277009,48.795248,3.0,6.0,6.0,0.8749,2.0,0,2.11,B,13.54,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.239089,48.795978,3.0,7.2,7.2,0.6096,2.41,0,3.52,B,7.08,0-12m,0.8284,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.279637,48.795102,3.0,6.0,6.0,0.726,2.0,0,2.126,B,9.2,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217739,48.796351,3.0,6.0,6.0,0.5816,2.0,0,4.87,B,6.65,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.284219,48.794953,5.1,7.2,7.2,0.6035,1.41,0,2.184,B,6.99,0-12m,0.7279,5.1,3,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.215151,48.796303,6.0,9.0,9.0,0.6418,1.5,0,5.046,B,7.61,0-12m,0.8333,6.0,5,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.221245,48.796175,3.0,6.0,6.0,0.7564,2.0,0,4.644,B,9.88,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.212998,48.796307,3.0,6.0,6.0,0.5522,2.0,0,5.192,B,6.21,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.282746,48.794883,5.1,7.2,7.2,0.6612,1.41,0,2.173,B,7.95,0-12m,0.7279,5.1,3,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213035,48.796225,3.0,12.0,12.0,0.6245,4.0,1,5.193,B,7.32,12-24m,1.0,3.0,4,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.281401,48.794811,3.0,6.0,6.0,0.7819,2.0,0,2.168,B,10.5,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213642,48.796092,6.0,6.0,6.0,0.7459,1.0,0,5.157,B,9.64,0-12m,1.0,6.0,4,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213214,48.7961,3.0,6.0,6.0,0.6332,2.0,0,5.186,B,7.47,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.278069,48.794755,3.0,6.0,6.0,0.7394,2.0,0,2.162,B,9.49,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213251,48.796019,3.0,6.0,6.0,0.5386,2.0,0,5.187,B,6.02,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.279558,48.794712,3.0,6.0,6.0,0.7144,2.0,0,2.169,B,8.96,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.210682,48.79596,9.4,26.3,26.3,0.7328,2.81,1,5.364,B,9.35,>24m,0.584,9.4,16,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.329613,48.793616,3.0,6.0,6.0,0.6639,2.0,0,4.411,B,8.0,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213669,48.795934,5.1,7.2,7.2,0.6332,1.41,0,5.162,B,7.47,0-12m,0.7279,5.1,3,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.210376,48.795985,8.4,23.1,23.1,0.6719,2.76,1,5.383,B,8.14,12-24m,0.4187,8.4,9,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.211149,48.795902,7.2,13.6,13.6,0.6772,1.88,0,5.334,B,8.24,12-24m,0.548,7.2,6,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.210938,48.795915,3.0,6.0,6.0,0.6332,2.0,0,5.348,B,7.47,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.280978,48.794495,3.0,6.0,6.0,0.7394,2.0,0,2.2,B,9.49,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.242957,48.795228,3.0,6.0,6.0,0.5687,2.0,0,3.344,B,6.46,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.214726,48.795797,5.1,7.2,7.2,0.653,1.41,0,5.097,B,7.8,0-12m,0.7279,5.1,3,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.214592,48.795677,5.1,11.5,11.5,0.6303,2.24,0,5.112,B,7.42,0-12m,0.765,5.1,5,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.215624,48.795636,3.0,6.0,6.0,0.6719,2.0,0,5.044,B,8.14,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.21144,48.795703,5.1,9.4,9.4,0.7096,1.83,0,5.323,B,8.86,0-12m,0.7507,5.1,4,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.280662,48.794272,3.0,6.0,6.0,0.5687,2.0,0,2.223,B,6.46,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.237505,48.795114,5.1,7.2,7.2,0.6585,1.41,0,3.671,B,7.9,0-12m,0.7279,5.1,3,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.219212,48.795486,3.0,6.0,6.0,0.6245,2.0,0,4.812,B,7.32,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213233,48.795614,3.0,6.0,6.0,0.5816,2.0,0,5.206,B,6.65,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213083,48.795595,5.1,7.2,7.2,0.6096,1.41,0,5.217,B,7.08,0-12m,0.7279,5.1,3,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213372,48.795517,3.0,6.0,6.0,0.5488,2.0,0,5.201,B,6.17,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213229,48.795511,4.3,9.7,9.7,0.5911,2.24,0,5.211,B,6.79,0-12m,0.6406,4.3,3,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.218247,48.795356,3.0,6.0,6.0,0.6361,2.0,0,4.882,B,7.52,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213239,48.79543,5.1,7.2,7.2,0.7328,1.41,0,5.214,B,9.35,0-12m,0.7279,5.1,3,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.211862,48.795393,5.1,7.2,7.2,0.6474,1.41,0,5.308,B,7.71,0-12m,0.7279,5.1,3,6,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.285059,48.793942,3.0,6.0,6.0,0.7048,2.0,0,2.307,B,8.77,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.232528,48.794972,3.0,6.0,6.0,0.6418,2.0,0,3.983,B,7.61,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.219343,48.7952,3.0,6.0,6.0,0.6004,2.0,0,4.817,B,6.94,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.212704,48.795268,9.9,21.7,21.7,0.6557,2.2,0,5.257,B,7.85,12-24m,0.5851,9.9,14,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.212513,48.795345,4.3,9.7,9.7,0.6274,2.24,0,5.266,B,7.37,0-12m,0.6406,4.3,3,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.308253,48.79343,5.1,7.2,7.2,0.7167,1.41,0,3.191,B,9.01,0-12m,0.7279,5.1,3,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.285573,48.793873,5.1,7.2,7.2,0.5784,1.41,0,2.323,B,6.6,0-12m,0.7279,5.1,3,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.279342,48.794001,3.0,6.0,6.0,0.8463,2.0,0,2.248,B,12.43,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.218797,48.795179,5.1,7.2,7.2,0.6474,1.41,0,4.854,B,7.71,0-12m,0.7279,5.1,3,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.212565,48.795276,3.0,6.0,6.0,0.6361,2.0,0,5.266,B,7.52,0-12m,1.0,3.0,2,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.343724,48.792669,3.0,6.0,6.0,0.6823,2.0,0,5.371,B,8.33,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.221883,48.795065,5.1,7.2,7.2,0.6875,1.41,0,4.657,B,8.43,0-12m,0.7279,5.1,3,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.221604,48.795062,3.0,6.0,6.0,0.7072,2.0,0,4.676,B,8.82,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.21495,48.795176,3.0,7.2,7.2,0.6186,2.41,0,5.11,B,7.23,0-12m,0.8284,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.280459,48.793858,3.0,6.0,6.0,0.8794,2.0,0,2.268,B,13.73,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217527,48.795104,5.1,7.2,7.2,0.726,1.41,0,4.942,B,9.2,0-12m,0.7279,5.1,3,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.211229,48.795157,10.6,17.2,17.2,0.9565,1.63,0,5.361,B,19.03,12-24m,0.6906,10.6,14,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.2151,48.795099,6.0,9.0,9.0,0.7072,1.5,0,5.104,B,8.82,0-12m,0.6667,6.0,4,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.311743,48.793072,7.0,11.0,11.0,0.8407,1.57,0,3.401,B,12.24,0-12m,0.6957,7.0,6,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.221065,48.794883,3.0,6.0,6.0,0.78,2.0,0,4.72,B,10.45,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.284607,48.793452,3.0,6.0,6.0,0.6585,2.0,0,2.354,B,7.9,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.219716,48.794702,5.1,7.2,7.2,0.6925,1.41,0,4.817,B,8.53,0-12m,0.7279,5.1,3,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213034,48.794811,5.1,13.6,13.6,0.6035,2.66,1,5.255,B,6.99,12-24m,0.6458,5.1,5,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.223933,48.794598,3.0,6.0,6.0,0.5911,2.0,0,4.548,B,6.79,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.220901,48.794567,7.0,12.4,12.4,0.6585,1.76,0,4.747,B,7.9,12-24m,0.6203,7.0,6,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.212726,48.794774,3.0,6.0,6.0,0.6418,2.0,0,5.278,B,7.61,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.220715,48.794521,5.1,7.2,7.2,0.6925,1.41,0,4.761,B,8.53,0-12m,0.7279,5.1,3,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.219492,48.794572,5.1,7.2,7.2,0.5911,1.41,0,4.839,B,6.79,0-12m,0.7279,5.1,3,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.214518,48.794645,3.0,7.2,7.2,0.5621,2.41,0,5.164,B,6.36,0-12m,0.8284,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.214269,48.794647,6.0,12.0,12.0,0.6719,2.0,0,5.18,B,8.14,12-24m,0.625,6.0,5,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213151,48.794671,3.0,6.0,6.0,0.6361,2.0,0,5.254,B,7.52,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.244845,48.794044,3.0,6.0,6.0,0.7875,2.0,0,3.325,B,10.65,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.28831,48.793122,3.0,7.2,7.2,0.8051,2.41,0,2.457,B,11.13,0-12m,0.8284,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.22095,48.794426,7.2,15.7,15.7,0.6474,2.17,0,4.751,B,7.71,12-24m,0.4741,7.2,6,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.219637,48.794465,3.0,6.0,6.0,0.6245,2.0,0,4.834,B,7.32,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.219214,48.794433,4.3,9.7,9.7,0.5621,2.24,0,4.864,B,6.36,0-12m,0.6406,4.3,3,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.218984,48.794478,3.0,6.0,6.0,0.5973,2.0,0,4.877,B,6.89,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213173,48.794567,5.1,7.2,7.2,0.6096,1.41,0,5.257,B,7.08,0-12m,0.7279,5.1,3,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.287369,48.7931,3.0,6.0,6.0,0.7605,2.0,0,2.44,B,9.97,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.285899,48.793116,6.0,6.0,6.0,0.8068,1.0,0,2.411,B,11.18,0-12m,1.0,6.0,4,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.238675,48.794029,3.0,6.0,6.0,0.6719,2.0,0,3.673,B,8.14,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.219511,48.794387,3.0,6.0,6.0,0.5752,2.0,0,4.847,B,6.55,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.21884,48.79444,3.0,6.0,6.0,0.5621,2.0,0,4.888,B,6.36,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.216309,48.794489,3.0,6.0,6.0,0.5973,2.0,0,5.052,B,6.89,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213335,48.794448,9.0,18.0,18.0,0.6446,2.0,0,5.252,B,7.66,12-24m,0.4444,9.0,8,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217172,48.794371,6.0,9.0,9.0,0.6557,1.5,0,5.001,B,7.85,0-12m,0.6667,6.0,4,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.216517,48.794413,5.1,7.2,7.2,0.6004,1.41,0,5.042,B,6.94,0-12m,0.7279,5.1,3,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.22214,48.794242,3.0,6.0,6.0,0.5848,2.0,0,4.683,B,6.7,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.218916,48.794331,3.0,6.0,6.0,0.5879,2.0,0,4.888,B,6.74,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.218635,48.794291,5.1,7.2,7.2,0.5555,1.41,0,4.909,B,6.26,0-12m,0.7279,5.1,3,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.215261,48.794361,3.0,6.0,6.0,0.5942,2.0,0,5.128,B,6.84,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.234831,48.793942,3.0,6.0,6.0,0.7048,2.0,0,3.906,B,8.77,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.216048,48.794287,5.1,7.2,7.2,0.6693,1.41,0,5.079,B,8.09,0-12m,0.7279,5.1,3,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.273706,48.793053,12.0,15.0,15.0,0.9292,1.25,0,2.375,B,16.53,12-24m,0.6,12.0,12,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.238346,48.793811,5.1,7.2,7.2,0.69,1.41,0,3.707,B,8.48,0-12m,0.7279,5.1,3,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.222217,48.794146,3.0,7.2,7.2,0.5454,2.41,0,4.683,B,6.12,0-12m,0.8284,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.220087,48.794167,9.0,12.0,12.0,0.6332,1.33,0,4.82,B,7.47,12-24m,0.75,9.0,9,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.218084,48.794177,7.2,17.8,17.8,0.6585,2.46,0,4.951,B,7.9,12-24m,0.4873,7.2,7,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217869,48.794202,3.0,6.0,6.0,0.5816,2.0,0,4.964,B,6.65,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.216808,48.794223,3.0,6.0,6.0,0.5973,2.0,0,5.032,B,6.89,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.216246,48.794227,5.7,9.7,9.7,0.6798,1.71,0,5.069,B,8.29,0-12m,0.6525,5.7,4,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.22105,48.794087,3.0,6.0,6.0,0.5973,2.0,0,4.762,B,6.89,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.219042,48.794112,9.4,15.7,15.7,0.7685,1.68,0,4.891,B,10.17,12-24m,0.6111,9.4,10,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.271809,48.79303,9.0,12.0,12.0,0.7947,1.33,0,2.402,B,10.84,12-24m,0.75,9.0,9,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.218254,48.794128,3.0,6.0,6.0,0.6925,2.0,0,4.942,B,8.53,0-12m,1.0,3.0,2,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.216709,48.794139,5.1,7.2,7.2,0.6666,1.41,0,5.043,B,8.05,0-12m,0.7279,5.1,3,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.234007,48.793769,3.0,6.0,6.0,0.6245,2.0,0,3.967,B,7.32,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.216923,48.794059,3.0,6.0,6.0,0.6361,2.0,0,5.033,B,7.52,0-12m,1.0,3.0,2,6,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.287429,48.792626,3.0,7.2,7.2,0.7605,2.41,0,2.492,B,9.97,0-12m,0.8284,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.221335,48.793911,9.4,13.6,13.6,0.7096,1.45,0,4.753,B,8.86,12-24m,0.4238,9.4,6,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.235517,48.793587,5.1,7.2,7.2,0.69,1.41,0,3.889,B,8.48,0-12m,0.7279,5.1,3,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.221351,48.793748,9.0,15.0,15.0,0.6035,1.67,0,4.76,B,6.99,12-24m,0.4667,9.0,7,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.21724,48.793837,3.0,6.0,6.0,0.6389,2.0,0,5.023,B,7.56,0-12m,1.0,3.0,2,6,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217401,48.79378,3.0,6.0,6.0,0.6418,2.0,0,5.015,B,7.61,0-12m,1.0,3.0,2,6,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.277603,48.792578,3.0,6.0,6.0,0.6745,2.0,0,2.405,B,8.19,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.221562,48.793645,3.0,6.0,6.0,0.5752,2.0,0,4.752,B,6.55,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217326,48.793707,6.0,9.0,9.0,0.6245,1.5,0,5.024,B,7.32,0-12m,0.6667,6.0,4,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.220663,48.793636,3.0,6.0,6.0,0.6666,2.0,0,4.811,B,8.05,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.211642,48.793712,25.8,27.7,27.7,0.748,1.07,0,5.399,B,9.68,>24m,0.5176,25.8,41,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.271783,48.792554,13.6,17.8,17.8,0.9455,1.31,0,2.454,B,17.87,12-24m,0.667,13.6,18,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.233253,48.793352,3.0,6.0,6.0,0.6156,2.0,0,4.039,B,7.18,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.222373,48.793522,3.0,6.0,6.0,0.6096,2.0,0,4.707,B,7.08,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213898,48.793647,11.5,15.7,15.7,0.6719,1.37,0,5.253,B,8.14,12-24m,0.4982,11.5,10,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213414,48.793605,9.0,24.0,24.0,0.7685,2.67,1,5.287,B,10.17,>24m,0.4167,9.0,10,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.313573,48.791713,3.0,6.0,6.0,0.7838,2.0,0,3.602,B,10.55,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.232351,48.793275,3.0,7.2,7.2,0.5719,2.41,0,4.098,B,6.5,0-12m,0.8284,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.231087,48.79334,3.0,6.0,6.0,0.7191,2.0,0,4.171,B,9.06,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.220352,48.793534,3.0,7.2,7.2,0.6332,2.41,0,4.836,B,7.47,0-12m,0.8284,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217512,48.793526,8.1,15.4,15.4,0.6925,1.9,0,5.021,B,8.53,12-24m,0.4341,8.1,6,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.276226,48.792403,3.0,6.0,6.0,0.5973,2.0,0,2.429,B,6.89,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213681,48.793496,27.6,28.2,28.2,0.7929,1.02,0,5.274,B,10.79,>24m,0.4972,27.6,43,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.214003,48.793518,9.0,15.0,15.0,0.6823,1.67,0,5.252,B,8.33,12-24m,0.6667,9.0,10,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.211795,48.793577,3.0,9.0,9.0,0.7645,3.0,1,5.395,B,10.07,0-12m,1.0,3.0,3,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.211407,48.793571,3.0,7.2,7.2,0.5752,2.41,0,5.421,B,6.55,0-12m,0.8284,3.0,2,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.211222,48.793534,7.7,15.3,15.3,0.6418,1.98,0,5.436,B,7.61,12-24m,0.6064,7.7,8,5,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.313768,48.79152,3.0,6.0,6.0,0.6999,2.0,0,3.627,B,8.67,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.223173,48.793267,12.0,18.0,18.0,0.7781,1.5,0,4.669,B,10.41,12-24m,0.5833,12.0,14,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217317,48.793417,4.3,9.7,9.7,0.5911,2.24,0,5.039,B,6.79,0-12m,0.6406,4.3,3,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.279647,48.792173,3.0,6.0,6.0,0.7724,2.0,0,2.452,B,10.26,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.222301,48.793267,3.0,6.0,6.0,0.6215,2.0,0,4.725,B,7.27,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213404,48.793465,3.0,6.0,6.0,0.5522,2.0,0,5.294,B,6.21,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.280236,48.792094,3.0,6.0,6.0,0.542,2.0,0,2.463,B,6.07,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.222014,48.793245,3.0,6.0,6.0,0.6065,2.0,0,4.745,B,7.03,0-12m,1.0,3.0,2,3,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.217706,48.793288,3.0,6.0,6.0,0.6065,2.0,0,5.021,B,7.03,0-12m,1.0,3.0,2,2,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.213443,48.79341,3.0,6.0,6.0,0.5752,2.0,0,5.294,B,6.55,0-12m,1.0,3.0,2,4,0
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.226991,48.793095,3.0,6.0,6.0,0.7167,2.0,0,4.439,B,9.01,0-12m,1.0,3.0,2,1,1
20240827_194346_64_2461,2024-08-27T19:43:46.643869Z,-125.211378,48.793369,3.0,9.0,9.0,0.5752,3.0,1,5.433,B,6.55,0-12m,1.0,3.0,3,5,0
